id,item_id,type,start_time,end_time,drop_ids,title_res,amount_coordinate,bg_res,is_mail,mail_type,is_show,clear_cycle,clear_time,prize_skip,mission_show_prize,use_animation,goto_to_mall,can_ten_draws,can_get_rewards,goto_page,extra_bonus,bonus_percent
65,0,1,2017-11-01 00:00:00,2017-12-07 10:00:00,8:153|9:154,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
66,0,1,2017-11-01 00:00:00,2017-12-07 10:00:00,6:153|7:154,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
67,0,1,2017-11-01 00:00:00,2017-12-07 10:00:00,6:153|7:154,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
68,0,1,2017-11-01 00:00:00,2017-12-07 10:00:00,6:153|7:154,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
69,0,1,2017-11-01 00:00:00,2017-12-07 10:00:00,6:153|7:154,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
70,0,1,2018-12-14 00:00:00,2019-01-07 23:59:59,1:286|2:287,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
71,0,1,2018-12-14 00:00:00,2019-01-07 23:59:59,1:286|2:287,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
72,0,1,2018-12-14 00:00:00,2019-01-07 23:59:59,1:286|2:287,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
73,0,1,2018-12-14 00:00:00,2019-01-07 23:59:59,1:286|2:287,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
74,0,1,2018-12-14 00:00:00,2019-01-07 23:59:59,1:286|2:287,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
75,0,1,2018-12-14 00:00:00,2019-01-07 23:59:59,1:286|2:287,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
76,0,1,2018-12-14 00:00:00,2019-01-07 23:59:59,1:286|2:287,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
77,0,1,2017-12-18 00:00:00,2018-01-11 23:59:59,1:155|2:156,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
78,0,1,2019-11-01 00:00:00,2019-11-08 10:00:00,5:159|6:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
79,0,1,2019-11-13 00:00:00,2019-12-16 23:59:59,20:157|21:158,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
80,0,1,2019-11-13 00:00:00,2019-12-16 23:59:59,10:159|11:160,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
81,0,1,2019-11-13 00:00:00,2019-12-16 23:59:59,6:161|7:162,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
82,0,1,2019-11-13 00:00:00,2019-12-16 23:59:59,5:163|6:164,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
83,0,1,2019-11-13 00:00:00,2019-12-16 23:59:59,4:165|5:166,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
84,0,1,2019-11-13 00:00:00,2019-12-16 23:59:59,3:167|4:168,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
85,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
86,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
87,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:165|2:166,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
88,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:157|2:158,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
89,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:157|2:158,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
90,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:157|2:158,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
91,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
92,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:169|2:170,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
93,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
94,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:161|2:162,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
95,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:161|2:162,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
96,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:167|2:168,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
97,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:157|2:158,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
98,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
99,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
100,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
101,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
102,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:161|2:162,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
103,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:161|2:162,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
104,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:167|2:168,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
105,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:157|2:158,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
106,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
107,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
108,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
109,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
110,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:159|2:160,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
111,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:161|2:162,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
112,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:163|2:164,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
113,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:163|2:164,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
114,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,1:165|2:166,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
115,100007,1,2019-11-01 00:00:00,2019-12-23 23:59:59,249:171|250:172|499:171|500:173|749:171|750:174|776:171|777:176|999:171|1000:175|3000:171,48e9531bc0639cb1_draw_191113200632.png,330|-197,371ef1c72ca2f124_draw_191119173019.jpg,0,0,1,0,0,,0,0,0,1,0,0,,0
116,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,299:177|300:178|301:179,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,917:301,917,0,0,0,0,0,,0
117,0,1,2018-02-01 00:00:00,2018-03-08 10:00:00,299:180|300:181|301:182,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,918:301,918,0,0,0,0,0,,0
118,0,1,2019-04-02 00:00:00,2019-04-22 23:59:59,1:183|2:184,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
119,0,1,2019-04-02 00:00:00,2019-04-22 23:59:59,1:183|2:184,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
120,0,1,2019-04-02 00:00:00,2019-04-22 23:59:59,1:183|2:184,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
121,0,1,2019-04-02 00:00:00,2019-04-22 23:59:59,1:183|2:184,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
122,0,1,2019-04-02 00:00:00,2019-04-22 23:59:59,1:183|2:184,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
123,0,1,2019-04-02 00:00:00,2019-04-22 23:59:59,1:183|2:184,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
124,0,1,2018-04-01 00:00:00,2018-04-22 23:59:59,1:183|2:184,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
125,0,1,2018-04-01 00:00:00,2018-04-22 23:59:59,1:183|2:184,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
126,0,1,2020-04-15 00:00:00,2020-05-25 23:59:59,6:185|7:186,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
127,0,1,2020-04-15 00:00:00,2020-05-23 23:59:59,1:185|2:186,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
128,0,1,2020-04-15 00:00:00,2020-05-23 23:59:59,1:185|2:186,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
129,0,1,2020-04-15 00:00:00,2020-05-23 23:59:59,1:185|2:186,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
130,0,1,2020-04-15 00:00:00,2020-05-23 23:59:59,1:185|2:186,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
131,0,1,2020-04-15 00:00:00,2020-05-23 23:59:59,1:185|2:186,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
132,100042,2,2022-05-03 00:00:00,2022-05-30 23:59:59,100:187,e791106b6e4e5ebb_draw_200427155151.png,-570|-124,4e1e98305678b2c6_draw_200505201734.jpg,0,0,1,0,0,,0,1,1,0,0,0,,0
133,0,1,2019-06-08 00:00:00,2019-06-28 23:59:59,1:188|2:189,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
134,0,1,2019-06-08 00:00:00,2019-06-28 23:59:59,1:188|2:189,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
135,0,1,2019-06-08 00:00:00,2019-06-28 23:59:59,1:188|2:189,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
136,0,1,2019-06-08 00:00:00,2019-06-28 23:59:59,1:188|2:189,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
137,0,1,2019-06-08 00:00:00,2019-06-28 23:59:59,1:188|2:189,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
138,0,1,2019-06-08 00:00:00,2019-06-28 23:59:59,1:188|2:189,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
139,0,1,2019-06-08 00:00:00,2019-06-28 23:59:59,1:188|2:189,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
140,0,1,2019-06-08 00:00:00,2019-06-28 23:59:59,1:188|2:189,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
141,0,1,2018-06-30 00:00:00,2018-07-08 23:59:59,150:190|200:191|250:192|300:193|1000:194|1001:190,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,509:1001,509,0,0,0,0,0,,0
142,0,1,2018-06-30 00:00:00,2018-07-08 23:59:59,150:195|200:196|250:197|300:198|1000:199|1001:195,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,510:1001,510,0,0,0,0,0,,0
143,0,1,2018-06-30 00:00:00,2018-07-08 23:59:59,150:200|200:201|250:202|300:203|1000:204|1001:200,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,511:1001,511,0,0,0,0,0,,0
144,0,1,2018-06-30 00:00:00,2018-07-08 23:59:59,150:205|200:206|250:207|300:208|1000:209|1001:205,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,512:1001,512,0,0,0,0,0,,0
145,0,1,2018-06-30 00:00:00,2018-07-08 23:59:59,150:210|200:211|250:212|300:213|1000:214|1001:210,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,513:1001,513,0,0,0,0,0,,0
146,0,1,2018-06-30 00:00:00,2018-07-08 23:59:59,150:215|200:216|250:217|300:218|1000:219|1001:215,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,514:1001,514,0,0,0,0,0,,0
147,0,1,2018-08-25 00:00:00,2018-09-07 23:59:59,1:220|2:221,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
148,0,1,2018-08-25 00:00:00,2018-09-07 23:59:59,1:220|2:221,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
149,0,1,2018-08-25 00:00:00,2018-09-07 23:59:59,1:220|2:221,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
150,0,1,2018-08-25 00:00:00,2018-09-07 23:59:59,1:220|2:221,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
151,0,1,2018-08-25 00:00:00,2018-09-07 23:59:59,1:220|2:221,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
152,0,1,2018-08-25 00:00:00,2018-09-07 23:59:59,1:220|2:221,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
153,0,1,2020-02-16 00:00:00,2020-03-16 23:59:59,10:222|11:223,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
154,0,1,2020-02-16 00:00:00,2020-03-16 23:59:59,4:222|5:223,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
155,0,1,2020-02-16 00:00:00,2020-03-16 23:59:59,2:222|3:223,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
156,100014,1,2020-02-16 00:00:00,2020-03-23 23:59:59,249:224|250:225|499:224|500:226|749:224|750:227|776:224|777:228|999:224|1000:229|3000:224,ea2d5ca7b290deb4_draw_200217172655.png,330|-195,a1d9749c8c501496_draw_200217172655.jpg,0,0,1,0,0,,0,0,0,1,0,0,,0
157,0,1,2018-10-20 00:00:00,2018-10-28 23:59:59,100:230|150:231|200:232|1000:233|1001:230,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,267:1001,267,0,0,0,0,0,,0
158,0,1,2018-10-20 00:00:00,2018-10-28 23:59:59,150:234|200:235|250:236|300:237|1000:238|1001:234,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,268:1001,268,0,0,0,0,0,,0
159,0,1,2018-10-20 00:00:00,2018-10-28 23:59:59,150:239|200:240|250:241|300:242|1000:243|1001:239,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,269:1001,269,0,0,0,0,0,,0
160,0,1,2018-10-20 00:00:00,2018-10-28 23:59:59,150:244|200:245|250:246|300:247|1000:248|1001:244,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,270:1001,270,0,0,0,0,0,,0
161,0,1,2018-10-20 00:00:00,2018-10-28 23:59:59,150:249|200:250|250:251|300:252|1000:253|1001:249,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,271:1001,271,0,0,0,0,0,,0
162,0,1,2018-10-20 00:00:00,2018-10-28 23:59:59,150:254|200:255|250:256|300:257|1000:258|1001:254,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,272:1001,272,0,0,0,0,0,,0
168,0,1,2018-10-22 00:00:00,2018-11-12 23:59:59,1:284|2:285,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
169,0,1,2018-10-22 00:00:00,2018-11-12 23:59:59,1:284|2:285,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
170,0,1,2018-10-22 00:00:00,2018-11-12 23:59:59,1:284|2:285,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
171,0,1,2018-10-22 00:00:00,2018-11-12 23:59:59,1:284|2:285,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
172,0,1,2018-10-22 00:00:00,2018-11-12 23:59:59,1:284|2:285,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
173,0,1,2018-10-22 00:00:00,2018-11-12 23:59:59,1:284|2:285,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
174,0,1,2018-12-04 00:00:00,2018-12-27 10:00:00,3:288|4:289,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
175,0,1,2018-12-04 00:00:00,2018-12-27 10:00:00,3:288|4:289,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
176,0,1,2018-12-04 00:00:00,2018-12-27 10:00:00,2:288|3:289,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
177,0,1,2018-12-04 00:00:00,2018-12-27 10:00:00,2:288|3:289,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
178,100016,1,2018-12-04 00:00:00,2019-01-03 23:59:59,98:101|99:102|500:101,dGl0MTcwNjE2_draw_title_170616.png,-630|-320,MTcwNjE5Mw_draw_content_170619_3.jpg,0,0,1,0,0,,0,0,0,1,0,0,,0
179,0,1,2018-12-19 11:00:00,2019-01-10 10:00:00,1:290|2:291,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
180,0,1,2018-12-19 11:00:00,2019-01-10 10:00:00,1:290|2:291,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
181,0,1,2018-12-19 11:00:00,2019-01-10 10:00:00,1:290|2:291,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
182,0,1,2018-12-19 11:00:00,2019-01-10 10:00:00,1:290|2:291,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
183,0,1,2018-12-19 11:00:00,2019-01-10 10:00:00,1:290|2:291,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
184,0,1,2018-12-19 11:00:00,2019-01-10 10:00:00,1:290|2:291,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
185,0,1,2019-01-02 00:00:00,2019-01-14 23:59:59,100:121|150:122|200:123|1000:124|1001:121,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,90:1001,90,0,0,0,0,0,,0
186,0,1,2019-01-02 00:00:00,2019-01-14 23:59:59,100:54|150:55|200:56|1000:57|1001:54,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,601:1001,601,0,0,0,0,0,,0
187,0,1,2019-01-02 00:00:00,2019-01-14 23:59:59,100:50|150:51|200:52|1000:53|1001:50,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,600:1001,600,0,0,0,0,0,,0
188,0,1,2019-01-02 00:00:00,2019-01-14 23:59:59,150:148|200:149|250:150|300:151|1000:152|1001:148,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,96:1001,96,0,0,0,0,0,,0
189,0,1,2019-01-02 00:00:00,2019-01-14 23:59:59,150:292|200:293|250:294|300:295|1000:296|1001:292,draw_title_170407.png,-666|-126,draw_content_170407.jpg,0,0,2,0,0,851:1001,851,0,0,0,0,0,,0
